,id,full_name,birthdate,gender,faction,faction_start,faction_end,profession,district_number,district_name,mandate,potential_handle
274,11004614,Angelika Glöckner,1962-02-05,weiblich,SPD,2021-10-26,2025-03-25,"Verwaltungsfachwirtin, Betriebswirtin",210,Pirmasens,Direktwahl,
697,11005240,Anja Troff-Schaffarzyk,1969-10-01,weiblich,SPD,2021-10-26,2025-03-25,Dipl.-Pädagogin,25,Unterems,Landesliste,anjatroff.bsky.social
542,11005081,Anke Hennig,1964-10-07,weiblich,SPD,2021-10-26,2025-03-25,qualif. Kindertagespflegeperson,38,Osnabrück-Land,Landesliste,
559,11005098,Anna Kassautzki,1993-12-25,weiblich,SPD,2021-10-26,2025-03-25,Staatswissenschaftlerin,15,Vorpommern-Rügen - Vorpommern-Greifswald I,Direktwahl,annakassautzki.bsky.social
568,11005108,Annika Klose,1992-06-24,weiblich,SPD,2021-10-26,2025-03-25,Sozialwissenschaftlerin,75,Berlin-Mitte,Landesliste,anniklose.bsky.social
515,11005054,Ariane Fäscher,1968-03-01,weiblich,SPD,2021-10-26,2025-03-25,Publizistin/Pressesprecherin,58,Oberhavel - Havelland II,Direktwahl,
724,11005267,Armand Zorn,1988-07-18,männlich,SPD,2021-10-26,2025-03-25,Unternehmensberater,182,Frankfurt am Main I,Direktwahl,
507,11005046,Axel Echeverria,1980-03-19,männlich,SPD,2021-10-26,2025-03-25,Angestellter,139,Ennepe-Ruhr-Kreis II,Direktwahl,axelecheverria.bsky.social
52,11003624,Axel Schäfer,1952-08-03,männlich,SPD,2021-10-26,2025-03-25,Generalsekretär der Europäischen Bewegung Deutschland,140,Bochum I,Direktwahl,
150,11004124,Aydan Özoğuz,1967-05-31,weiblich,SPD,2021-10-26,2025-03-25,"Wissenschaftliche Mitarbeiterin, Körber Stiftung",22,Hamburg-Wandsbek,Direktwahl,
485,11005024,Bengt Bergt,1982-05-07,männlich,SPD,2021-10-26,2025-03-25,"Technischer Übersetzer, Redakteur",8,Segeberg - Stormarn-Mitte,Direktwahl,
242,11004392,Bernd Rützel,1968-10-02,männlich,SPD,2021-10-26,2025-03-25,Maschinenschlosser,249,Main-Spessart,Landesliste,
266,11004442,Bernd Westphal,1960-09-30,männlich,SPD,2021-10-26,2025-03-25,"Gewerkschaftssekretär, Chemielaborant",48,Hildesheim,Direktwahl,
179,11004258,Bernhard Daldrup,1956-06-01,männlich,SPD,2021-10-26,2025-03-25,Politikwissenschaftler (M.A.),130,Warendorf,Landesliste,
38,11003545,Bettina Hagedorn,1955-12-26,weiblich,SPD,2021-10-26,2025-03-25,Goldschmiedin,9,Ostholstein - Stormarn-Nord,Direktwahl,
595,11005135,Bettina Lugk,1982-02-03,weiblich,SPD,2021-10-26,2025-03-25,"Geowissenschaftlerin, Verwaltungsfachwirtin",150,Märkischer Kreis II,Landesliste,
224,11004358,Bettina Müller,1959-06-07,weiblich,SPD,2021-10-26,2025-03-25,"Rechtsanwältin, Krankenschwester",175,Main-Kinzig - Wetterau II - Schotten,Direktwahl,bettinasilke.bsky.social
627,11005168,Brian Nickholz,1989-12-22,männlich,SPD,2021-10-26,2025-03-25,Industriekaufmann,122,Recklinghausen II,Direktwahl,nickholz.bsky.social
101,11004006,Bärbel Bas,1968-05-03,weiblich,SPD,2021-10-26,2025-03-25,Personalmanagement-Ökonomin (VWA),115,Duisburg I,Direktwahl,handle.invalid
558,11005097,Carlos Kasper,1994-09-03,männlich,SPD,2021-10-26,2025-03-25,Zollbeamter,163,Chemnitzer Umland - Erzgebirgskreis II,Landesliste,carloskasper.bsky.social
708,11005251,Carmen Wegge,1989-09-24,weiblich,SPD,2021-10-26,2025-03-25,Juristin,224,Starnberg - Landsberg am Lech,Landesliste,carmenwegge.bsky.social
24,11003218,Carsten Schneider,1976-01-23,männlich,SPD,2021-10-26,2025-03-25,Bankkaufmann,193,Erfurt - Weimar - Weimarer Land II,Direktwahl,cqschneider.bsky.social
260,11004426,Carsten Träger,1973-10-25,männlich,SPD,2021-10-26,2025-03-25,"sebst. Werbeberater, Koordinator Kommunikation Sparkasse Fürth",243,Fürth,Landesliste,
273,11004605,Christian Petry,1965-03-15,männlich,SPD,2021-10-26,2025-03-25,Dipl. Verwaltungswirt,298,St. Wendel,Direktwahl,mpip-mainz.mpg.de
670,11005213,Christian Schreider,1971-12-22,männlich,SPD,2021-10-26,2025-03-25,Jurist,207,Ludwigshafen/Frankenthal,Direktwahl,
665,11005208,Christoph Schmid,1976-07-08,männlich,SPD,2021-10-26,2025-03-25,"Politikwissenschaftler, Bürgermeister a. D.",254,Donau-Ries,Landesliste,
378,11004825,Claudia Moll,1968-12-15,weiblich,SPD,2021-10-26,2025-03-25,Examinierte Altenpflegerin,88,Aachen II,Direktwahl,
257,11004423,Claudia Tausend,1964-07-22,weiblich,SPD,2021-10-26,2025-03-25,Diplom-Geographin,218,München-Ost,Landesliste,
470,11005009,Dagmar Andres,1969-12-03,weiblich,SPD,2021-10-26,2025-03-25,"Bilanzbuchhalterin, Steuerfachangestellte, Betribswirtin",92,Euskirchen - Rhein-Erft-Kreis II,Landesliste,dagmarandres.bsky.social
248,11004401,Dagmar Schmidt,1973-03-13,weiblich,SPD,2021-10-26,2025-03-25,Historikerin,172,Lahn-Dill,Direktwahl,dagmarschmidt.de
476,11005015,Daniel Baldy,1994-09-25,männlich,SPD,2021-10-26,2025-03-25,Lehrer,205,Mainz,Direktwahl,daniel-baldy.bsky.social
730,11005300,Daniel Rinkert,1987-12-11,männlich,SPD,2022-09-30,2025-03-25,Jurist,108,Neuss I,Landesliste,
668,11005211,Daniel Schneider,1976-12-11,männlich,SPD,2021-10-26,2025-03-25,"Kulturveranstalter, Unternehmer",29,Cuxhaven - Stade II,Direktwahl,biologistdan.bsky.social
239,11004388,Dennis Rohde,1986-06-24,männlich,SPD,2021-10-26,2025-03-25,Rechtsanwalt,27,Oldenburg - Ammerland,Direktwahl,tomschroeder93.bsky.social
698,11005241,Derya Türk-Nachbaur,1973-04-10,weiblich,SPD,2021-10-26,2025-03-25,Versicherungsfachfrau,286,Schwarzwald-Baar,Landesliste,deryatuerknachbaur.bsky.social
85,11003816,Detlef Müller,1964-08-20,männlich,SPD,2021-10-26,2025-03-25,Lokomotivführer,162,Chemnitz,Direktwahl,tonyachasejjxh.bsky.social
20,11003199,Dietmar Nietan,1964-05-25,männlich,SPD,2021-10-26,2025-03-25,Angestellter,90,Düren,Landesliste,
202,11004295,Dirk Heidenblut,1961-04-21,männlich,SPD,2021-10-26,2025-03-25,Geschäftsführer,119,Essen II,Direktwahl,dhmdb.bsky.social
263,11004433,Dirk Vöpel,1971-05-29,männlich,SPD,2021-10-26,2025-03-25,Selbstständiger Kaufmann,117,Oberhausen - Wesel III,Direktwahl,
268,11004444,Dirk Wiese,1983-07-11,männlich,SPD,2021-10-26,2025-03-25,Jurist,147,Hochsauerlandkreis,Landesliste,
733,11005303,Dirk-Ulrich Mende,1957-12-26,männlich,SPD,2023-01-25,2025-03-25,Volljurist / Geschäftsführer,44,Celle - Uelzen,Landesliste,
458,11004959,Dorothee Martin,1978-01-21,weiblich,SPD,2021-10-26,2025-03-25,Dipl.-Politologin,21,Hamburg-Nord,Direktwahl,laurenrelarkin.bsky.social
62,11003710,Dr. Bärbel Kofler,1967-05-24,weiblich,SPD,2021-10-26,2025-03-25,"Bankkauffrau, Diplom-Informatikerin (FH), Sprachwissenschaftlerin",225,Traunstein,Landesliste,
704,11005247,Dr. Carolin Wagner,1982-10-01,weiblich,SPD,2021-10-26,2025-03-25,Referatsleiterin,233,Regensburg,Landesliste,
633,11005174,Dr. Christos Pantazis,1975-10-09,männlich,SPD,2021-10-26,2025-03-25,Arzt,50,Braunschweig,Direktwahl,
237,11004386,Dr. Daniela De Ridder,1962-11-27,weiblich,SPD,2022-06-03,2025-03-25,Unternehmensberaterin,31,Mittelems,Landesliste,
110,11004033,Dr. Edgar Franke,1960-01-21,männlich,SPD,2021-10-26,2025-03-25,"Bürgermeister a. D., Jurist",170,Schwalm-Eder,Direktwahl,
563,11005103,Dr. Franziska Kersten,1968-12-19,weiblich,SPD,2021-10-26,2025-03-25,Tierärztin,67,Börde - Jerichower Land,Direktwahl,
719,11005262,Dr. Herbert Wollmann,1951-01-14,männlich,SPD,2021-10-26,2025-03-25,Arzt,66,Altmark,Direktwahl,
482,11005021,Dr. Holger Becker,1964-07-15,männlich,SPD,2021-10-26,2025-03-25,"Physiker, wissenschaftlicher Leiter",191,Jena - Sömmerda - Weimarer Land I,Direktwahl,
272,11004603,Dr. Jens Zimmermann,1981-09-09,männlich,SPD,2021-10-26,2025-03-25,Diplom-Kaufmann,187,Odenwald,Direktwahl,
455,11004950,Dr. Joe Weingarten,1962-03-17,männlich,SPD,2021-10-26,2025-03-25,Dipl.-Verwaltungswissenschaftler,201,Kreuznach,Direktwahl,drjoe.bsky.social
188,11004270,Dr. Johannes Fechner,1972-11-25,männlich,SPD,2021-10-26,2025-03-25,Rechtsanwalt,283,Emmendingen - Lahr,Landesliste,
180,11004259,Dr. Karamba Diaby,1961-11-27,männlich,SPD,2021-10-26,2025-03-25,"Chemiker, Geologe",72,Halle,Direktwahl,
567,11005107,Dr. Kristian Klinck,1979-04-19,männlich,SPD,2021-10-26,2025-03-25,"Politikwissenschaftler, Studienrat",6,Plön - Neumünster,Direktwahl,
677,11005221,Dr. Lina Seitzl,1989-06-03,weiblich,SPD,2021-10-26,2025-03-25,Politikwissenschaftlerin,287,Konstanz,Landesliste,
240,11004389,Dr. Martin Rosemann,1976-10-20,männlich,SPD,2021-10-26,2025-03-25,Diplom-Volkswirt,290,Tübingen,Landesliste,
83,11003809,Dr. Matthias Miersch,1968-12-19,männlich,SPD,2021-10-26,2025-03-25,Rechtsanwalt,47,Hannover-Land II,Direktwahl,
409,11004876,Dr. Nils Schmid,1973-07-11,männlich,SPD,2021-10-26,2025-03-25,"Jurist, Minister a. D.",262,Nürtingen,Landesliste,
245,11004396,Dr. Nina Scheer,1971-09-11,weiblich,SPD,2021-10-26,2025-03-25,"Juristin, Politikwissenschaftlerin, Musikerin",10,Herzogtum Lauenburg - Stormarn-Süd,Direktwahl,nina-scheer.de
686,11005229,Dr. Ralf Stegner,1959-10-02,männlich,SPD,2021-10-26,2025-03-25,Politikwissenschaftler,7,Pinneberg,Direktwahl,
49,11003599,Dr. Rolf Mützenich,1959-06-25,männlich,SPD,2021-10-26,2025-03-25,Dipl.-Politikwissenschaftler,95,Köln III,Direktwahl,
597,11005137,Dr. Tanja Machalet,1974-05-01,weiblich,SPD,2021-10-26,2025-03-25,"Bankkauffrau, Dipl.-Volkswirtin",204,Montabaur,Direktwahl,
652,11005194,Dr. Thorsten Rudolph,1974-03-15,männlich,SPD,2021-10-26,2025-03-25,Beamter,199,Koblenz,Landesliste,
318,11004710,Dr. Wiebke Esdar,1984-02-11,weiblich,SPD,2021-10-26,2025-03-25,Dipl.-Psychologin,132,Bielefeld - Gütersloh II,Direktwahl,
601,11005142,Dr. Zanda Martens,1984-10-01,weiblich,SPD,2021-10-26,2025-03-25,Gewerkschaftssekretärin,106,Düsseldorf I,Landesliste,
575,11005115,Dunja Kreiser,1971-06-27,weiblich,SPD,2021-10-26,2025-03-25,Abwassermeisterin,49,Salzgitter - Wolfenbüttel,Direktwahl,
353,11004771,Elisabeth Kaiser,1987-03-04,weiblich,SPD,2021-10-26,2025-03-25,Politik- und Verwaltungswissenschaftlerin,194,Gera - Greiz - Altenburger Land,Landesliste,elisabethkaiser.bsky.social
732,11005302,Emily Vontz,2000-10-15,weiblich,SPD,2023-01-01,2025-03-25,Studentin,,,Landesliste,
599,11005139,Erik Malottki,1986-04-01,männlich,SPD,2021-10-26,2025-03-25,Gewerkschafter,16,Mecklenburgische Seenplatte I - Vorpommern-Greifswald II,Direktwahl,erikvonmalottki.bsky.social
591,11005131,Esra Limbacher,1989-05-01,männlich,SPD,2021-10-26,2025-03-25,Volljurist,299,Homburg,Direktwahl,esralimbacher.bsky.social
313,11004701,Esther Dilcher,1965-09-18,weiblich,SPD,2021-10-26,2025-03-25,"Rechtsanwältin, Notarin",167,Waldeck,Direktwahl,
518,11005057,Fabian Funke,1997-07-25,männlich,SPD,2021-10-26,2025-03-25,Internationale Beziehungen (B. A.),158,Sächsische Schweiz-Osterzgebirge,Landesliste,funkefabian.bsky.social
505,11005044,Falko Droßmann,1973-12-11,männlich,SPD,2021-10-26,2025-03-25,Soldat,18,Hamburg-Mitte,Direktwahl,
504,11005043,Felix Döring,1991-02-23,männlich,SPD,2021-10-26,2025-03-25,Lehrer,173,Gießen,Direktwahl,
210,11004317,Frank Junge,1967-05-05,männlich,SPD,2021-10-26,2025-03-25,Dipl.-Sportlehrer,13,Ludwigslust-Parchim II–Nordwestmecklenbg II–Landkr. RostockI,Direktwahl,
90,11003846,Frank Schwabe,1970-11-12,männlich,SPD,2021-10-26,2025-03-25,,121,Recklinghausen I,Direktwahl,frankschwabe.bsky.social
700,11005243,Frank Ullrich,1958-01-24,männlich,SPD,2021-10-26,2025-03-25,Dipl.-Sportlehrer (Trainer),196,Suhl - Schmalkalden-Meiningen - Hildburghausen - Sonneberg,Direktwahl,
603,11005144,Franziska Mascheck,1979-02-04,weiblich,SPD,2021-10-26,2025-03-25,M.A. Soziale Arbeit,154,Leipzig-Land,Landesliste,
538,11005077,Frauke Heiligenstadt,1966-03-24,weiblich,SPD,2021-10-26,2025-03-25,Dipl.-Verwaltungswirtin FH,52,Goslar - Northeim - Osterode,Direktwahl,fheiligenstadt.bsky.social
203,11004296,Gabriela Heinrich,1963-04-18,weiblich,SPD,2021-10-26,2025-03-25,Redakteurin,244,Nürnberg-Nord,Landesliste,tracingechoes.bsky.social
212,11004325,Gabriele Katzmarek,1960-07-08,weiblich,SPD,2021-10-26,2025-03-25,Gewerkschaftssekretärin,273,Rastatt,Landesliste,
269,11004448,Gülistan Yüksel,1962-03-27,weiblich,SPD,2021-10-26,2025-03-25,Pharmazeutisch-kaufmännische Assistentin,109,Mönchengladbach,Landesliste,
499,11005038,Hakan Demir,1984-11-16,männlich,SPD,2021-10-26,2025-03-25,,82,Berlin-Neukölln,Direktwahl,justfener.bsky.social
707,11005250,Hannes Walter,1984-03-02,männlich,SPD,2021-10-26,2025-03-25,"KFZ-Mechaniker, Betriebswirt",65,Elbe-Elster - Oberspreewald-Lausitz II,Direktwahl,
174,11004244,Heike Baehrens,1955-09-21,weiblich,SPD,2021-10-26,2025-03-25,"Bankkauffrau, Diplom-Religionspädagogin, Geschäftsführerin",263,Göppingen,Landesliste,
512,11005051,Heike Engelhardt,1961-06-05,weiblich,SPD,2021-10-26,2025-03-25,Redakteurin,294,Ravensburg,Landesliste,
742,11005314,Heike Heubach,1979-12-14,weiblich,SPD,2024-03-20,2025-03-25,Industriekauffrau,253,Augsburg-Land,Landesliste,
371,11004802,Helge Lindh,1976-12-06,männlich,SPD,2021-10-26,2025-03-25,,102,Wuppertal I,Direktwahl,helgelindh.bsky.social
565,11005105,Helmut Kleebank,1964-11-18,männlich,SPD,2021-10-26,2025-03-25,"Krankenpfleger, Lehrer, Bezirksbürgermeister i. R.",78,Berlin-Spandau - Charlottenburg Nord,Direktwahl,
600,11005140,Holger Mann,1979-02-19,männlich,SPD,2021-10-26,2025-03-25,Politikwissenschaftler,152,Leipzig I,Landesliste,holgermietho.bsky.social
18,11003142,Hubertus Heil,1972-11-03,männlich,SPD,2021-10-26,2025-03-25,"Politikwissenschaftler, Bundesminister",45,Gifhorn - Peine,Direktwahl,
656,11005199,Ingo Schäfer,1965-09-20,männlich,SPD,2021-10-26,2025-03-25,Feuerwehrmann,103,Solingen - Remscheid - Wuppertal II,Direktwahl,
497,11005036,Isabel Cademartori Dujisin,1988-01-09,weiblich,SPD,2021-10-26,2025-03-25,Wirtschaftspädagogin,275,Mannheim,Direktwahl,
454,11004949,Isabel Mackensen,1986-09-29,weiblich,SPD,2021-10-26,2025-03-25,Politikwissenschaftlerin,208,Neustadt - Speyer,Landesliste,
486,11005025,Jakob Blankenburg,1997-08-05,männlich,SPD,2021-10-26,2025-03-25,Politikwissenschaftler,37,Lüchow-Dannenberg - Lüneburg,Direktwahl,
502,11005041,Jan Dieren,1991-07-29,männlich,SPD,2021-10-26,2025-03-25,Rechtsanwalt,114,Krefeld II - Wesel II,Direktwahl,jandieren.bsky.social
639,11005181,Jan Plobner,1992-03-26,männlich,SPD,2021-10-26,2025-03-25,Standesbeamter,246,Roth,Landesliste,
549,11005088,Jasmina Hostert,1982-12-03,weiblich,SPD,2021-10-26,2025-03-25,Politikwissenschaftlerin,260,Böblingen,Landesliste,
637,11005178,Jens Peick,1981-08-16,männlich,SPD,2021-10-26,2025-03-25,Dipl.-Verwaltungswirt (FH),142,Dortmund I,Direktwahl,jenspeick.bsky.social
650,11005192,Jessica Rosenthal,1992-10-28,weiblich,SPD,2021-10-26,2025-03-25,Gesamtschullehrerin,96,Bonn,Landesliste,jessicarosenthal.bsky.social
243,11004393,Johann Saathoff,1967-12-09,männlich,SPD,2021-10-26,2025-03-25,Diplom-Verwaltungswirt (FH),24,Aurich - Emden,Direktwahl,johann-saathoff.bsky.social
471,11005010,Johannes Arlt,1984-04-23,männlich,SPD,2021-10-26,2025-03-25,Offizier,17,Mecklenburgische Seenplatte II - Landkreis Rostock III,Direktwahl,
413,11004881,Johannes Schraps,1983-08-17,männlich,SPD,2021-10-26,2025-03-25,Politikwissenschaftler,46,Hameln-Pyrmont - Holzminden,Direktwahl,johannesschraps.bsky.social
661,11005204,Johannes Schätzl,1993-06-10,männlich,SPD,2021-10-26,2025-03-25,Informatiker / Datenanlyse,229,Passau,Landesliste,johannesschaetzl.bsky.social
390,11004844,Josephine Ortleb,1986-11-25,weiblich,SPD,2021-10-26,2025-03-25,Fachwirtin in der Gastronomie,296,Saarbrücken,Direktwahl,josephine-ortleb.de
76,11003782,Josip Juratovic,1959-01-15,männlich,SPD,2021-10-26,2025-03-25,KfZ Mechaniker,267,Heilbronn,Landesliste,
628,11005169,Jörg Nürnberger,1967-04-17,männlich,SPD,2021-10-26,2025-03-25,Rechtsanwalt,239,Hof,Landesliste,
484,11005023,Jürgen Berghahn,1960-07-05,männlich,SPD,2021-10-26,2025-03-25,"Elektroinstallateur, Bildungsreferent",135,Lippe I,Direktwahl,
277,11004639,Jürgen Coße,1969-08-16,männlich,SPD,2021-10-26,2025-03-25,Arbeitsvermittler,128,Steinfurt III,Landesliste,juergencosse.bsky.social
612,11005153,Kathrin Michel,1963-04-17,weiblich,SPD,2021-10-26,2025-03-25,Industriekauffrau,156,Bautzen I,Landesliste,kthrn-mchl-spd.bsky.social
82,11003804,Katja Mast,1971-02-04,weiblich,SPD,2021-10-26,2025-03-25,"MdB, Bankkauffrau",279,Pforzheim,Landesliste,katjamast.bsky.social
302,11004686,Katrin Budde,1965-04-13,weiblich,SPD,2021-10-26,2025-03-25,Dipl.-Ing. für Arbeitsgestaltung,74,Mansfeld,Landesliste,
725,11005268,Katrin Zschau,1976-06-09,weiblich,SPD,2021-10-26,2025-03-25,Landesgeschäftsführerin Gewerkschaft,14,Rostock - Landkreis Rostock II,Direktwahl,
28,11003440,Kerstin Griese,1966-12-06,weiblich,SPD,2021-10-26,2025-03-25,Historikerin,105,Mettmann II,Landesliste,
579,11005119,Kevin Kühnert,1989-07-01,männlich,SPD,2021-10-26,2025-03-25,Angestellter,81,Berlin-Tempelhof-Schöneberg,Direktwahl,kuehnikev.bsky.social
584,11005124,Kevin Leiser,1993-09-03,männlich,SPD,2021-10-26,2025-03-25,Lehrer,268,Schwäbisch Hall - Hohenlohe,Landesliste,
63,11003715,Lars Klingbeil,1978-02-23,männlich,SPD,2021-10-26,2025-03-25,Politikwissenschaftler,35,Rotenburg I - Heidekreis,Direktwahl,larsklingbeil.bsky.social
713,11005256,Lena Werner,1994-10-08,weiblich,SPD,2021-10-26,2025-03-25,Hotelfachfrau / Projektmanagerin,202,Bitburg,Landesliste,lenawerner.bsky.social
300,11004683,Leni Breymaier,1960-04-26,weiblich,SPD,2021-10-26,2025-03-25,Einzelhandelskauffrau,270,Aalen - Heidenheim,Landesliste,
629,11005170,Lennard Oehl,1993-06-01,männlich,SPD,2021-10-26,2025-03-25,Volkswirt,180,Hanau,Direktwahl,
746,11005318,Lucia Schanbacher,1989-11-12,weiblich,SPD,2025-01-01,2025-03-25,"Wissenschaftliche Mitarbeiterin, Pressereferentin",258,Stuttgart I,Landesliste,
588,11005128,Luiza Licina-Bode,1972-10-10,weiblich,SPD,2021-10-26,2025-03-25,Volljuristin,148,Siegen-Wittgenstein,Landesliste,
557,11005096,Macit Karaahmetoğlu,1968-07-11,männlich,SPD,2021-10-26,2025-03-25,"Rechtsanwalt, Fachanwalt für Urheber- und Medienrecht",265,Ludwigsburg,Landesliste,handle.invalid
228,11004368,Mahmut Özdemir,1987-06-23,männlich,SPD,2021-10-26,2025-03-25,Rechtsreferendar (beurlaubt),116,Duisburg II,Direktwahl,kobeyasi.bsky.social
706,11005249,Maja Wallstein,1986-03-18,weiblich,SPD,2021-10-26,2025-03-25,Wissenschaftsmanagerin,64,Cottbus - Spree-Neiße,Direktwahl,
523,11005062,Manuel Gava,1991-02-20,männlich,SPD,2021-10-26,2025-03-25,Vertriebsleiter,39,Stadt Osnabrück,Direktwahl,
89,11003838,Marianne Schieder,1962-05-23,weiblich,SPD,2021-10-26,2025-03-25,Juristin,234,Schwandorf,Landesliste,
451,11004942,Marja-Liisa Völlers,1984-09-28,weiblich,SPD,2021-10-26,2025-03-25,Lehrerin,40,Nienburg II - Schaumburg,Direktwahl,
551,11005090,Markus Hümpfer,1992-03-17,männlich,SPD,2021-10-26,2025-03-25,Ingenieur,250,Schweinfurt,Landesliste,markushuempfer.bsky.social
436,11004921,Markus Töns,1964-01-01,männlich,SPD,2021-10-26,2025-03-25,Politologe,123,Gelsenkirchen,Direktwahl,
501,11005040,Martin Diedenhofen,1995-02-05,männlich,SPD,2021-10-26,2025-03-25,Student,197,Neuwied,Landesliste,
70,11003758,Martin Gerster,1971-08-30,männlich,SPD,2021-10-26,2025-03-25,"Politikwissenschaftler, Redakteur",292,Biberach,Landesliste,martinjohansen.bsky.social
576,11005116,Martin Kröber,1992-02-12,männlich,SPD,2021-10-26,2025-03-25,Geschäftsstellenleiter,69,Magdeburg,Direktwahl,
232,11004381,Martin Rabanus,1971-09-02,männlich,SPD,2024-01-26,2025-03-25,Ministerialrat,178,Rheingau-Taunus - Limburg,Landesliste,
253,11004413,Martina Stamm-Fibich,1965-04-23,weiblich,SPD,2021-10-26,2025-03-25,"Marketing- und Kommunikationsmanagerin, Betriebsrätin",242,Erlangen,Landesliste,stamm-fibich.bsky.social
635,11005176,Mathias Papendieck,1982-02-18,männlich,SPD,2021-10-26,2025-03-25,Informatiker,63,Frankfurt (Oder) - Oder-Spree,Direktwahl,
426,11004904,Mathias Stein,1970-02-21,männlich,SPD,2021-10-26,2025-03-25,"Bautechniker, Wasserbauer",5,Kiel,Direktwahl,mathiasstein.bsky.social
613,11005154,Matthias David Mieves,1985-12-30,männlich,SPD,2021-10-26,2025-03-25,Dipl.-Kaufmann,209,Kaiserslautern,Direktwahl,djrg.bsky.social
709,11005252,Melanie Wegling,1990-01-07,weiblich,SPD,2021-10-26,2025-03-25,Internationale Vertriebsmanagerin,184,Groß-Gerau,Direktwahl,
198,11004289,Metin Hakverdi,1969-06-25,männlich,SPD,2021-10-26,2025-03-25,Volljurist,23,Hamburg-Bergedorf - Harburg,Direktwahl,metinhakverdi.bsky.social
114,11004039,Michael Gerdes,1960-05-23,männlich,SPD,2021-10-26,2025-03-25,"Bergmann, Elektrohauer",125,Bottrop - Recklinghausen III,Direktwahl,mgerdes1.bsky.social
620,11005161,Michael Müller,1964-12-09,männlich,SPD,2021-10-26,2025-03-25,"Bürokaufmann, Regierender Bürgermeister a. D.",80,Berlin-Charlottenburg-Wilmersdorf,Direktwahl,michaelmuller.bsky.social
23,11003213,Michael Roth,1970-08-24,männlich,SPD,2021-10-26,2025-03-25,Dipl.-Politologe,169,Werra-Meißner - Hersfeld-Rotenburg,Direktwahl,michaelroth.bsky.social
415,11004884,Michael Schrodi,1977-07-03,männlich,SPD,2021-10-26,2025-03-25,Studienrat,215,Fürstenfeldbruck,Landesliste,michael-schrodi.bsky.social
258,11004424,Michael Thews,1964-09-06,männlich,SPD,2021-10-26,2025-03-25,Diplom-Chemieingenieur,145,Hamm - Unna II,Direktwahl,michaelthews.bsky.social
225,11004359,Michelle Müntefering,1980-04-09,weiblich,SPD,2021-10-26,2025-03-25,Journalistin,141,Herne - Bochum II,Direktwahl,mi-muentefering.bsky.social
545,11005084,Nadine Heselhaus,1978-10-12,weiblich,SPD,2021-10-26,2025-03-25,Dipl.-Verwaltungswirtin (FH),126,Borken II,Landesliste,
738,11005310,Nadine Ruf,1978-02-02,weiblich,SPD,2024-01-26,2025-03-25,Geschäftsführerin,179,Wiesbaden,Landesliste,rufnadine.bsky.social
688,11005231,Nadja Sthamer,1990-03-13,weiblich,SPD,2021-10-26,2025-03-25,wiss. Mitarbeiterin,153,Leipzig II,Landesliste,
636,11005177,Natalie Pawlik,1992-08-26,weiblich,SPD,2021-10-26,2025-03-25,Geschichts- und Sozialwissenschaftlerin (M.A.),177,Wetterau I,Direktwahl,nataliepawlik.bsky.social
452,11004947,Nezahat Baradari,1965-08-15,weiblich,SPD,2021-10-26,2025-03-25,Fachärztin für Kinder- und Jugendmedizin,149,Olpe - Märkischer Kreis I,Landesliste,baradari.bsky.social
64,11003732,Niels Annen,1973-04-06,männlich,SPD,2021-10-26,2025-03-25,"Historiker, Politikwissenschaftler, Staatsminister",20,Hamburg-Eimsbüttel,Landesliste,nielsannen.bsky.social
25,11003231,Olaf Scholz,1958-06-14,männlich,SPD,2021-10-26,2025-03-25,Rechtsanwalt,61,Potsdam - Potsdam-Mittelmark II - Teltow-Fläming II,Direktwahl,dbroessler.bsky.social
123,11004063,Oliver Kaczmarek,1970-08-08,männlich,SPD,2021-10-26,2025-03-25,,144,Unna I,Direktwahl,
602,11005143,Parsa Marvi,1982-02-06,männlich,SPD,2021-10-26,2025-03-25,Produktmanager Breitband,271,Karlsruhe-Stadt,Landesliste,
663,11005206,Peggy Schierenbeck,1970-10-09,weiblich,SPD,2021-10-26,2025-03-25,"Coach Führung und Kommunikation, Unternehmerin",33,Diepholz - Nienburg I,Landesliste,
79,11003797,Prof. Dr. Karl Lauterbach,1963-02-21,männlich,SPD,2021-10-26,2025-03-25,Universitätsprofessor,101,Leverkusen - Köln IV,Direktwahl,
178,11004257,Prof. Dr. Lars Castellucci,1974-02-24,männlich,SPD,2021-10-26,2025-03-25,Hochschullehrer,277,Rhein-Neckar,Landesliste,
624,11005165,Rasha Nasr,1992-05-12,weiblich,SPD,2021-10-26,2025-03-25,Politikwissenschaftlerin,159,Dresden I,Landesliste,albrechtpallas.de
659,11005202,Rebecca Schamber,1975-12-07,weiblich,SPD,2021-10-26,2025-03-25,Dipl.-Juristin,43,Hannover-Land I,Direktwahl,
467,11005006,Reem Alabali-Radovan,1990-05-01,weiblich,SPD,2021-10-26,2025-03-25,Politikwissenschaftlerin,12,Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I,Direktwahl,jonaslittmann.bsky.social
196,11004287,Rita Hagl-Kehl,1970-11-11,weiblich,SPD,2021-10-26,2025-03-25,Studienrätin,227,Deggendorf,Landesliste,
91,11003847,Rita Schwarzelühr-Sutter,1962-10-13,weiblich,SPD,2021-10-26,2025-03-25,Dipl.-Betriebswirtin,288,Waldshut,Landesliste,ritaschwarzeluehr.bsky.social
610,11005151,Robin Mesarosch,1991-04-01,männlich,SPD,2021-10-26,2025-03-25,Parl. Referent,295,Zollernalb - Sigmaringen,Landesliste,
