,id,full_name,birthdate,gender,party,profession,district_number,district_name,mandate,potential_handle
391,11005249,Maja Wallstein,18.03.1986,weiblich,SPD,Wissenschaftsmanagerin,64,Cottbus – Spree-Neiße,Landesliste,
248,11004942,Marja-Liisa Völlers,28.09.1984,weiblich,SPD,Lehrerin,40,Nienburg II – Schaumburg,Direktwahl,
241,11004921,Markus Töns,01.01.1964,männlich,SPD,Politologe,122,Gelsenkirchen,Direktwahl,
39,11003758,Martin Gerster,30.08.1971,männlich,SPD,"Politikwissenschaftler, Redakteur",292,Biberach,Landesliste,martinjohansen.bsky.social
322,11005116,Martin Kröber,12.02.1992,männlich,SPD,Geschäftsstellenleiter,69,Magdeburg,Landesliste,
127,11004381,Martin Rabanus,02.09.1971,männlich,SPD,Ministerialrat,177,Rheingau-Taunus – Limburg,Landesliste,
339,11005154,Matthias David Mieves,30.12.1985,männlich,SPD,Dipl.-Kaufmann,208,Kaiserslautern,Direktwahl,djrg.bsky.social
106,11004289,Metin Hakverdi,25.06.1969,männlich,SPD,Volljurist,23,Hamburg-Bergedorf – Harburg,Direktwahl,metinhakverdi.bsky.social
233,11004884,Michael Schrodi,03.07.1977,männlich,SPD,Studienrat,214,Fürstenfeldbruck,Landesliste,michael-schrodi.bsky.social
145,11004424,Michael Thews,06.09.1964,männlich,SPD,Diplom-Chemieingenieur,144,Hamm – Unna II,Direktwahl,michaelthews.bsky.social
300,11005084,Nadine Heselhaus,12.10.1978,weiblich,SPD,Dipl.-Verwaltungswirtin (FH),125,Borken II,Landesliste,
460,11005452,Nancy Faeser,13.07.1970,weiblich,SPD,Rechtsanwältin,180,Main-Taunus,Landesliste,
351,11005177,Natalie Pawlik,26.08.1992,weiblich,SPD,Geschichts- und Sozialwissenschaftlerin (M.A.),176,Wetterau I,Landesliste,nataliepawlik.bsky.social
13,11003231,Olaf Scholz,14.06.1958,männlich,SPD,Rechtsanwalt,61,Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,Direktwahl,dbroessler.bsky.social
69,11004063,Oliver Kaczmarek,08.08.1970,männlich,SPD,,143,Unna I,Direktwahl,
334,11005143,Parsa Marvi,06.02.1982,männlich,SPD,Produktmanager Breitband,271,Karlsruhe-Stadt,Landesliste,
43,11003797,Prof. Dr. Karl Lauterbach,21.02.1963,männlich,SPD,Universitätsprofessor,100,Leverkusen – Köln IV,Direktwahl,
93,11004257,Prof. Dr. Lars Castellucci,24.02.1974,männlich,SPD,Hochschullehrer,277,Rhein-Neckar,Landesliste,
346,11005165,Rasha Nasr,12.05.1992,weiblich,SPD,Politikwissenschaftlerin,158,Dresden I,Landesliste,albrechtpallas.de
256,11005006,Reem Alabali-Radovan,01.05.1990,weiblich,SPD,Politikwissenschaftlerin,12,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,Landesliste,jonaslittmann.bsky.social
50,11003847,Rita Schwarzelühr-Sutter,13.10.1962,weiblich,SPD,Dipl.-Betriebswirtin,288,Waldshut,Landesliste,ritaschwarzeluehr.bsky.social
381,11005236,Ruppert Stüwe,21.05.1978,männlich,SPD,Dipl.-Volkswirt,78,Berlin-Steglitz-Zehlendorf,Landesliste,ruppertstuewe.bsky.social
94,11004261,Sabine Dittmar,15.09.1964,weiblich,SPD,Ärztin,247,Bad Kissingen,Landesliste,
126,11004377,Sabine Poschmann,04.10.1968,weiblich,SPD,Betriebswirtin (VWA),142,Dortmund II,Direktwahl,
253,11005000,Sanae Abdi,07.07.1986,weiblich,SPD,"Vertragsmanagerin, Finanzmanagerin",92,Köln I,Direktwahl,sanaeabdi.bsky.social
98,11004267,Saskia Esken,28.08.1961,weiblich,SPD,staatl. geprüfte Informatikerin,280,Calw,Landesliste,eskensaskia.bsky.social
285,11005056,Sebastian Fiedler,19.06.1973,männlich,SPD,Kriminalbeamter,117,Mülheim – Essen I,Direktwahl,sbfiedler.de
107,11004291,Sebastian Hartmann,07.07.1977,männlich,SPD,Organisationsberater,96,Rhein-Sieg-Kreis I,Landesliste,sebastianhartmann.bsky.social
360,11005191,Sebastian Roloff,28.01.1983,männlich,SPD,Rechtsanwalt,218,München-Süd,Landesliste,sebastianroloff.bsky.social
621,11005614,Serdar Yüksel,27.04.1973,männlich,SPD,Krankenpfleger,139,Bochum I,Direktwahl,
209,11004826,Siemtje Möller,20.07.1983,weiblich,SPD,Lehrerin,26,Friesland – Wilhelmshaven – Wittmund,Direktwahl,siemtje-moeller.de
282,11005049,Sonja Eichwede,25.10.1987,weiblich,SPD,Richterin,60,BRB a.d.Havel– Potsdam-MittelmarkI –HVL III–Teltow-Fläming I,Landesliste,
83,11004150,Stefan Schwartze,23.05.1974,männlich,SPD,Industriemechaniker,132,Herford – Minden-Lübbecke II,Landesliste,stefan-schwartze.de
155,11004453,Stefan Zierke,05.12.1970,männlich,SPD,"Werkzeugmacher, Tourismusfachwirt, Reiseverkehrskaufmann",57,Uckermark – Barnim I,Landesliste,zierke.bsky.social
373,11005217,Svenja Schulze,29.09.1968,weiblich,SPD,Unternehmensberaterin,128,Münster,Landesliste,svenjaschulze.bsky.social
140,11004412,Svenja Stadler,26.08.1976,weiblich,SPD,Senior-PR-Beraterin,36,Harburg,Landesliste,svenjastadler.bsky.social
16,11003496,Sören Bartol,04.09.1974,männlich,SPD,Politikwissenschaftler,170,Marburg,Direktwahl,
318,11005109,Tim Klüssendorf,16.08.1991,männlich,SPD,"Volkswirt (B. Sc.), Betriebswirt (M. Sc.)",11,Lübeck,Direktwahl,
561,11005553,Truels Reichardt,05.06.1994,männlich,SPD,Sozialpädagoge / Sozialarbeiter mit staatlicher Anerkennung,2,Nordfriesland – Dithmarschen Nord,Landesliste,
230,11004878,Uwe Schmidt,14.02.1966,männlich,SPD,Hafenfacharbeiter,55,Bremen II – Bremerhaven,Direktwahl,kaiuwebschmidt.bsky.social
304,11005089,Verena Hubertz,26.11.1987,weiblich,SPD,Unternehmerin,202,Trier,Landesliste,verena-hubertz.de
374,11005219,Stefan Seidler,18.12.1979,männlich,SSW,Regierungs-Koordinator/Politischer Berater,1,Flensburg – Schleswig,Landesliste,stefanseidlerssw.bsky.social
