,id,full_name,birthdate,gender,party,profession,district_number,district_name,mandate,potential_handle
391,11005249,Maja Wallstein,1986-03-18,weiblich,SPD,Wissenschaftsmanagerin,64,Cottbus – Spree-Neiße,Landesliste,
248,11004942,Marja-Liisa Völlers,1984-09-28,weiblich,SPD,Lehrerin,40,Nienburg II – Schaumburg,Direktwahl,
241,11004921,Markus Töns,1964-01-01,männlich,SPD,Politologe,122,Gelsenkirchen,Direktwahl,
39,11003758,Martin Gerster,1971-08-30,männlich,SPD,"Politikwissenschaftler, Redakteur",292,Biberach,Landesliste,martinjohansen.bsky.social
322,11005116,Martin Kröber,1992-02-12,männlich,SPD,Geschäftsstellenleiter,69,Magdeburg,Landesliste,
127,11004381,Martin Rabanus,1971-09-02,männlich,SPD,Ministerialrat,177,Rheingau-Taunus – Limburg,Landesliste,
339,11005154,Matthias David Mieves,1985-12-30,männlich,SPD,Dipl.-Kaufmann,208,Kaiserslautern,Direktwahl,djrg.bsky.social
106,11004289,Metin Hakverdi,1969-06-25,männlich,SPD,Volljurist,23,Hamburg-Bergedorf – Harburg,Direktwahl,metinhakverdi.bsky.social
233,11004884,Michael Schrodi,1977-07-03,männlich,SPD,Studienrat,214,Fürstenfeldbruck,Landesliste,michael-schrodi.bsky.social
145,11004424,Michael Thews,1964-09-06,männlich,SPD,Diplom-Chemieingenieur,144,Hamm – Unna II,Direktwahl,michaelthews.bsky.social
300,11005084,Nadine Heselhaus,1978-10-12,weiblich,SPD,Dipl.-Verwaltungswirtin (FH),125,Borken II,Landesliste,
460,11005452,Nancy Faeser,1970-07-13,weiblich,SPD,Rechtsanwältin,180,Main-Taunus,Landesliste,
351,11005177,Natalie Pawlik,1992-08-26,weiblich,SPD,Geschichts- und Sozialwissenschaftlerin (M.A.),176,Wetterau I,Landesliste,nataliepawlik.bsky.social
13,11003231,Olaf Scholz,1958-06-14,männlich,SPD,Rechtsanwalt,61,Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,Direktwahl,dbroessler.bsky.social
69,11004063,Oliver Kaczmarek,1970-08-08,männlich,SPD,,143,Unna I,Direktwahl,
334,11005143,Parsa Marvi,1982-02-06,männlich,SPD,Produktmanager Breitband,271,Karlsruhe-Stadt,Landesliste,
43,11003797,Prof. Dr. Karl Lauterbach,1963-02-21,männlich,SPD,Universitätsprofessor,100,Leverkusen – Köln IV,Direktwahl,
93,11004257,Prof. Dr. Lars Castellucci,1974-02-24,männlich,SPD,Hochschullehrer,277,Rhein-Neckar,Landesliste,
346,11005165,Rasha Nasr,1992-05-12,weiblich,SPD,Politikwissenschaftlerin,158,Dresden I,Landesliste,albrechtpallas.de
256,11005006,Reem Alabali-Radovan,1990-05-01,weiblich,SPD,Politikwissenschaftlerin,12,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,Landesliste,jonaslittmann.bsky.social
50,11003847,Rita Schwarzelühr-Sutter,1962-10-13,weiblich,SPD,Dipl.-Betriebswirtin,288,Waldshut,Landesliste,ritaschwarzeluehr.bsky.social
381,11005236,Ruppert Stüwe,1978-05-21,männlich,SPD,Dipl.-Volkswirt,78,Berlin-Steglitz-Zehlendorf,Landesliste,ruppertstuewe.bsky.social
94,11004261,Sabine Dittmar,1964-09-15,weiblich,SPD,Ärztin,247,Bad Kissingen,Landesliste,
126,11004377,Sabine Poschmann,1968-10-04,weiblich,SPD,Betriebswirtin (VWA),142,Dortmund II,Direktwahl,
253,11005000,Sanae Abdi,1986-07-07,weiblich,SPD,"Vertragsmanagerin, Finanzmanagerin",92,Köln I,Direktwahl,sanaeabdi.bsky.social
98,11004267,Saskia Esken,1961-08-28,weiblich,SPD,staatl. geprüfte Informatikerin,280,Calw,Landesliste,eskensaskia.bsky.social
285,11005056,Sebastian Fiedler,1973-06-19,männlich,SPD,Kriminalbeamter,117,Mülheim – Essen I,Direktwahl,sbfiedler.de
107,11004291,Sebastian Hartmann,1977-07-07,männlich,SPD,Organisationsberater,96,Rhein-Sieg-Kreis I,Landesliste,sebastianhartmann.bsky.social
360,11005191,Sebastian Roloff,1983-01-28,männlich,SPD,Rechtsanwalt,218,München-Süd,Landesliste,sebastianroloff.bsky.social
621,11005614,Serdar Yüksel,1973-04-27,männlich,SPD,Krankenpfleger,139,Bochum I,Direktwahl,
209,11004826,Siemtje Möller,1983-07-20,weiblich,SPD,Lehrerin,26,Friesland – Wilhelmshaven – Wittmund,Direktwahl,siemtje-moeller.de
282,11005049,Sonja Eichwede,1987-10-25,weiblich,SPD,Richterin,60,BRB a.d.Havel– Potsdam-MittelmarkI –HVL III–Teltow-Fläming I,Landesliste,
83,11004150,Stefan Schwartze,1974-05-23,männlich,SPD,Industriemechaniker,132,Herford – Minden-Lübbecke II,Landesliste,stefan-schwartze.de
155,11004453,Stefan Zierke,1970-12-05,männlich,SPD,"Werkzeugmacher, Tourismusfachwirt, Reiseverkehrskaufmann",57,Uckermark – Barnim I,Landesliste,zierke.bsky.social
373,11005217,Svenja Schulze,1968-09-29,weiblich,SPD,Unternehmensberaterin,128,Münster,Landesliste,svenjaschulze.bsky.social
140,11004412,Svenja Stadler,1976-08-26,weiblich,SPD,Senior-PR-Beraterin,36,Harburg,Landesliste,svenjastadler.bsky.social
16,11003496,Sören Bartol,1974-09-04,männlich,SPD,Politikwissenschaftler,170,Marburg,Direktwahl,
318,11005109,Tim Klüssendorf,1991-08-16,männlich,SPD,"Volkswirt (B. Sc.), Betriebswirt (M. Sc.)",11,Lübeck,Direktwahl,
561,11005553,Truels Reichardt,1994-06-05,männlich,SPD,Sozialpädagoge / Sozialarbeiter mit staatlicher Anerkennung,2,Nordfriesland – Dithmarschen Nord,Landesliste,
230,11004878,Uwe Schmidt,1966-02-14,männlich,SPD,Hafenfacharbeiter,55,Bremen II – Bremerhaven,Direktwahl,kaiuwebschmidt.bsky.social
304,11005089,Verena Hubertz,1987-11-26,weiblich,SPD,Unternehmerin,202,Trier,Landesliste,verena-hubertz.de
374,11005219,Stefan Seidler,1979-12-18,männlich,SSW,Regierungs-Koordinator/Politischer Berater,1,Flensburg – Schleswig,Landesliste,stefanseidlerssw.bsky.social
